rime_group,initial,base,tone1,tone2,tone3,tone4,tone5,tone7,tone8,tone9,tone1_num,tone2_num,tone3_num,tone4_num,tone5_num,tone7_num,tone8_num,tone9_num
ng,p,png,png,png,png,,png,png,,png,png1,png2,png3,,png5,png7,,png9
ng,ph,phng,phng,phng,phng,,phng,phng,,phng,phng1,phng2,phng3,,phng5,phng7,,phng9
ng,s,sng,sng,sng,sng,,sng,sng,,sng,sng1,sng2,sng3,,sng5,sng7,,sng9
ng,t,tng,tng,tng,tng,,tng,tng,,tng,tng1,tng2,tng3,,tng5,tng7,,tng9
ng,th,thng,thng,thng,thng,,thng,thng,,thng,thng1,thng2,thng3,,thng5,thng7,,thng9
ng,ts,tsng,tsng,tsng,tsng,,tsng,tsng,,tsng,tsng1,tsng2,tsng3,,tsng5,tsng7,,tsng9
ng,tsh,tshng,tshng,tshng,tshng,,tshng,tshng,,tshng,tshng1,tshng2,tshng3,,tshng5,tshng7,,tshng9
ngh,,ngh,ngh,ngh,ngh,ngh,ngh,ngh,ngh,ngh,ngh1,ngh2,ngh3,ngh4,ngh5,ngh7,ngh8,ngh9
ngh,b,bngh,bngh,bngh,bngh,bngh,bngh,bngh,bngh,bngh,bngh1,bngh2,bngh3,bngh4,bngh5,bngh7,bngh8,bngh9
ngh,g,gngh,gngh,gngh,gngh,gngh,gngh,gngh,gngh,gngh,gngh1,gngh2,gngh3,gngh4,gngh5,gngh7,gngh8,gngh9
ngh,h,hngh,hngh,hngh,hngh,hngh,hngh,hngh,hngh,hngh,hngh1,hngh2,hngh3,hngh4,hngh5,hngh7,hngh8,hngh9
ngh,j,jngh,jngh,jngh,jngh,jngh,jngh,jngh,jngh,jngh,jngh1,jngh2,jngh3,jngh4,jngh5,jngh7,jngh8,jngh9
ngh,k,kngh,kngh,kngh,kngh,kngh,kngh,kngh,kngh,kngh,kngh1,kngh2,kngh3,kngh4,kngh5,kngh7,kngh8,kngh9
ngh,kh,khngh,khngh,khngh,khngh,khngh,khngh,khngh,khngh,khngh,khngh1,khngh2,khngh3,khngh4,khngh5,khngh7,khngh8,khngh9
ngh,l,lngh,lngh,lngh,lngh,lngh,lngh,lngh,lngh,lngh,lngh1,lngh2,lngh3,lngh4,lngh5,lngh7,lngh8,lngh9
ngh,m,mngh,mngh,mngh,mngh,mngh,mngh,mngh,mngh,mngh,mngh1,mngh2,mngh3,mngh4,mngh5,mngh7,mngh8,mngh9
ngh,n,nngh,nngh,nngh,nngh,nngh,nngh,nngh,nngh,nngh,nngh1,nngh2,nngh3,nngh4,nngh5,nngh7,nngh8,nngh9
ngh,ng,ngngh,ngngh,ngngh,ngngh,ngngh,ngngh,ngngh,ngngh,ngngh,ngngh1,ngngh2,ngngh3,ngngh4,ngngh5,ngngh7,ngngh8,ngngh9
ngh,p,pngh,pngh,pngh,pngh,pngh,pngh,pngh,pngh,pngh,pngh1,pngh2,pngh3,pngh4,pngh5,pngh7,pngh8,pngh9
ngh,ph,phngh,phngh,phngh,phngh,phngh,phngh,phngh,phngh,phngh,phngh1,phngh2,phngh3,phngh4,phngh5,phngh7,phngh8,phngh9
ngh,s,sngh,sngh,sngh,sngh,sngh,sngh,sngh,sngh,sngh,sngh1,sngh2,sngh3,sngh4,sngh5,sngh7,sngh8,sngh9
ngh,t,tngh,tngh,tngh,tngh,tngh,tngh,tngh,tngh,tngh,tngh1,tngh2,tngh3,tngh4,tngh5,tngh7,tngh8,tngh9
ngh,th,thngh,thngh,thngh,thngh,thngh,thngh,thngh,thngh,thngh,thngh1,thngh2,thngh3,thngh4,thngh5,thngh7,thngh8,thngh9
ngh,ts,tsngh,tsngh,tsngh,tsngh,tsngh,tsngh,tsngh,tsngh,tsngh,tsngh1,tsngh2,tsngh3,tsngh4,tsngh5,tsngh7,tsngh8,tsngh9
ngh,tsh,tshngh,tshngh,tshngh,tshngh,tshngh,tshngh,tshngh,tshngh,tshngh,tshngh1,tshngh2,tshngh3,tshngh4,tshngh5,tshngh7,tshngh8,tshngh9
o,,o,o,ó,ò,,ô,ō,,ő,o1,o2,o3,,o5,o7,,o9
o,b,bo,bo,bó,bò,,bô,bō,,bő,bo1,bo2,bo3,,bo5,bo7,,bo9
o,g,go,go,gó,gò,,gô,gō,,gő,go1,go2,go3,,go5,go7,,go9
o,h,ho,ho,hó,hò,,hô,hō,,hő,ho1,ho2,ho3,,ho5,ho7,,ho9
o,j,jo,jo,jó,jò,,jô,jō,,jő,jo1,jo2,jo3,,jo5,jo7,,jo9
o,k,ko,ko,kó,kò,,kô,kō,,kő,ko1,ko2,ko3,,ko5,ko7,,ko9
o,kh,kho,kho,khó,khò,,khô,khō,,khő,kho1,kho2,kho3,,kho5,kho7,,kho9
o,l,lo,lo,ló,lò,,lô,lō,,lő,lo1,lo2,lo3,,lo5,lo7,,lo9
o,m,mo,mo,mó,mò,,mô,mō,,mő,mo1,mo2,mo3,,mo5,mo7,,mo9
o,n,no,no,nó,nò,,nô,nō,,nő,no1,no2,no3,,no5,no7,,no9
o,ng,ngo,ngo,ngó,ngò,,ngô,ngō,,ngő,ngo1,ngo2,ngo3,,ngo5,ngo7,,ngo9
o,p,po,po,pó,pò,,pô,pō,,pő,po1,po2,po3,,po5,po7,,po9
o,ph,pho,pho,phó,phò,,phô,phō,,phő,pho1,pho2,pho3,,pho5,pho7,,pho9
o,s,so,so,só,sò,,sô,sō,,ső,so1,so2,so3,,so5,so7,,so9
o,t,to,to,tó,tò,,tô,tō,,tő,to1,to2,to3,,to5,to7,,to9
o,th,tho,tho,thó,thò,,thô,thō,,thő,tho1,tho2,tho3,,tho5,tho7,,tho9
o,ts,tso,tso,tsó,tsò,,tsô,tsō,,tső,tso1,tso2,tso3,,tso5,tso7,,tso9
o,tsh,tsho,tsho,tshó,tshò,,tshô,tshō,,tshő,tsho1,tsho2,tsho3,,tsho5,tsho7,,tsho9
oh,,oh,oh,óh,òh,oh,ôh,ōh,o̍h,őh,oh1,oh2,oh3,oh4,oh5,oh7,oh8,oh9
oh,b,boh,boh,bóh,bòh,boh,bôh,bōh,bo̍h,bőh,boh1,boh2,boh3,boh4,boh5,boh7,boh8,boh9
oh,g,goh,goh,góh,gòh,goh,gôh,gōh,go̍h,gőh,goh1,goh2,goh3,goh4,goh5,goh7,goh8,goh9
oh,h,hoh,hoh,hóh,hòh,hoh,hôh,hōh,ho̍h,hőh,hoh1,hoh2,hoh3,hoh4,hoh5,hoh7,hoh8,hoh9
oh,j,joh,joh,jóh,jòh,joh,jôh,jōh,jo̍h,jőh,joh1,joh2,joh3,joh4,joh5,joh7,joh8,joh9
oh,k,koh,koh,kóh,kòh,koh,kôh,kōh,ko̍h,kőh,koh1,koh2,koh3,koh4,koh5,koh7,koh8,koh9
oh,kh,khoh,khoh,khóh,khòh,khoh,khôh,khōh,kho̍h,khőh,khoh1,khoh2,khoh3,khoh4,khoh5,khoh7,khoh8,khoh9
oh,l,loh,loh,lóh,lòh,loh,lôh,lōh,lo̍h,lőh,loh1,loh2,loh3,loh4,loh5,loh7,loh8,loh9
oh,m,moh,moh,móh,mòh,moh,môh,mōh,mo̍h,mőh,moh1,moh2,moh3,moh4,moh5,moh7,moh8,moh9
oh,n,noh,noh,nóh,nòh,noh,nôh,nōh,no̍h,nőh,noh1,noh2,noh3,noh4,noh5,noh7,noh8,noh9
oh,ng,ngoh,ngoh,ngóh,ngòh,ngoh,ngôh,ngōh,ngo̍h,ngőh,ngoh1,ngoh2,ngoh3,ngoh4,ngoh5,ngoh7,ngoh8,ngoh9
oh,p,poh,poh,póh,pòh,poh,pôh,pōh,po̍h,pőh,poh1,poh2,poh3,poh4,poh5,poh7,poh8,poh9
oh,ph,phoh,phoh,phóh,phòh,phoh,phôh,phōh,pho̍h,phőh,phoh1,phoh2,phoh3,phoh4,phoh5,phoh7,phoh8,phoh9
oh,s,soh,soh,sóh,sòh,soh,sôh,sōh,so̍h,sőh,soh1,soh2,soh3,soh4,soh5,soh7,soh8,soh9
oh,t,toh,toh,tóh,tòh,toh,tôh,tōh,to̍h,tőh,toh1,toh2,toh3,toh4,toh5,toh7,toh8,toh9
oh,th,thoh,thoh,thóh,thòh,thoh,thôh,thōh,tho̍h,thőh,thoh1,thoh2,thoh3,thoh4,thoh5,thoh7,thoh8,thoh9
oh,ts,tsoh,tsoh,tsóh,tsòh,tsoh,tsôh,tsōh,tso̍h,tsőh,tsoh1,tsoh2,tsoh3,tsoh4,tsoh5,tsoh7,tsoh8,tsoh9
oh,tsh,tshoh,tshoh,tshóh,tshòh,tshoh,tshôh,tshōh,tsho̍h,tshőh,tshoh1,tshoh2,tshoh3,tshoh4,tshoh5,tshoh7,tshoh8,tshoh9
ok,,ok,ok,ók,òk,ok,ôk,ōk,o̍k,ők,ok1,ok2,ok3,ok4,ok5,ok7,ok8,ok9
ok,b,bok,bok,bók,bòk,bok,bôk,bōk,bo̍k,bők,bok1,bok2,bok3,bok4,bok5,bok7,bok8,bok9
ok,g,gok,gok,gók,gòk,gok,gôk,gōk,go̍k,gők,gok1,gok2,gok3,gok4,gok5,gok7,gok8,gok9
ok,h,hok,hok,hók,hòk,hok,hôk,hōk,ho̍k,hők,hok1,hok2,hok3,hok4,hok5,hok7,hok8,hok9
ok,j,jok,jok,jók,jòk,jok,jôk,jōk,jo̍k,jők,jok1,jok2,jok3,jok4,jok5,jok7,jok8,jok9
ok,k,kok,kok,kók,kòk,kok,kôk,kōk,ko̍k,kők,kok1,kok2,kok3,kok4,kok5,kok7,kok8,kok9
ok,kh,khok,khok,khók,khòk,khok,khôk,khōk,kho̍k,khők,khok1,khok2,khok3,khok4,khok5,khok7,khok8,khok9
ok,l,lok,lok,lók,lòk,lok,lôk,lōk,lo̍k,lők,lok1,lok2,lok3,lok4,lok5,lok7,lok8,lok9
ok,m,mok,mok,mók,mòk,mok,môk,mōk,mo̍k,mők,mok1,mok2,mok3,mok4,mok5,mok7,mok8,mok9
ok,n,nok,nok,nók,nòk,nok,nôk,nōk,no̍k,nők,nok1,nok2,nok3,nok4,nok5,nok7,nok8,nok9
ok,ng,ngok,ngok,ngók,ngòk,ngok,ngôk,ngōk,ngo̍k,ngők,ngok1,ngok2,ngok3,ngok4,ngok5,ngok7,ngok8,ngok9
ok,p,pok,pok,pók,pòk,pok,pôk,pōk,po̍k,pők,pok1,pok2,pok3,pok4,pok5,pok7,pok8,pok9
ok,ph,phok,phok,phók,phòk,phok,phôk,phōk,pho̍k,phők,phok1,phok2,phok3,phok4,phok5,phok7,phok8,phok9
ok,s,sok,sok,sók,sòk,sok,sôk,sōk,so̍k,sők,sok1,sok2,sok3,sok4,sok5,sok7,sok8,sok9
ok,t,tok,tok,tók,tòk,tok,tôk,tōk,to̍k,tők,tok1,tok2,tok3,tok4,tok5,tok7,tok8,tok9
ok,th,thok,thok,thók,thòk,thok,thôk,thōk,tho̍k,thők,thok1,thok2,thok3,thok4,thok5,thok7,thok8,thok9
ok,ts,tsok,tsok,tsók,tsòk,tsok,tsôk,tsōk,tso̍k,tsők,tsok1,tsok2,tsok3,tsok4,tsok5,tsok7,tsok8,tsok9
ok,tsh,tshok,tshok,tshók,tshòk,tshok,tshôk,tshōk,tsho̍k,tshők,tshok1,tshok2,tshok3,tshok4,tshok5,tshok7,tshok8,tshok9
om,,om,om,óm,òm,,ôm,ōm,,őm,om1,om2,om3,,om5,om7,,om9
om,b,bom,bom,bóm,bòm,,bôm,bōm,,bőm,bom1,bom2,bom3,,bom5,bom7,,bom9
om,g,gom,gom,góm,gòm,,gôm,gōm,,gőm,gom1,gom2,gom3,,gom5,gom7,,gom9
om,h,hom,hom,hóm,hòm,,hôm,hōm,,hőm,hom1,hom2,hom3,,hom5,hom7,,hom9
om,j,jom,jom,jóm,jòm,,jôm,jōm,,jőm,jom1,jom2,jom3,,jom5,jom7,,jom9
om,k,kom,kom,kóm,kòm,,kôm,kōm,,kőm,kom1,kom2,kom3,,kom5,kom7,,kom9
om,kh,khom,khom,khóm,khòm,,khôm,khōm,,khőm,khom1,khom2,khom3,,khom5,khom7,,khom9
om,l,lom,lom,lóm,lòm,,lôm,lōm,,lőm,lom1,lom2,lom3,,lom5,lom7,,lom9
om,m,mom,mom,móm,mòm,,môm,mōm,,mőm,mom1,mom2,mom3,,mom5,mom7,,mom9
om,n,nom,nom,nóm,nòm,,nôm,nōm,,nőm,nom1,nom2,nom3,,nom5,nom7,,nom9
om,ng,ngom,ngom,ngóm,ngòm,,ngôm,ngōm,,ngőm,ngom1,ngom2,ngom3,,ngom5,ngom7,,ngom9
om,p,pom,pom,póm,pòm,,pôm,pōm,,pőm,pom1,pom2,pom3,,pom5,pom7,,pom9
om,ph,phom,phom,phóm,phòm,,phôm,phōm,,phőm,phom1,phom2,phom3,,phom5,phom7,,phom9
om,s,som,som,sóm,sòm,,sôm,sōm,,sőm,som1,som2,som3,,som5,som7,,som9
om,t,tom,tom,tóm,tòm,,tôm,tōm,,tőm,tom1,tom2,tom3,,tom5,tom7,,tom9
om,th,thom,thom,thóm,thòm,,thôm,thōm,,thőm,thom1,thom2,thom3,,thom5,thom7,,thom9
om,ts,tsom,tsom,tsóm,tsòm,,tsôm,tsōm,,tsőm,tsom1,tsom2,tsom3,,tsom5,tsom7,,tsom9
om,tsh,tshom,tshom,tshóm,tshòm,,tshôm,tshōm,,tshőm,tshom1,tshom2,tshom3,,tshom5,tshom7,,tshom9
ong,,ong,ong,óng,òng,,ông,ōng,,őng,ong1,ong2,ong3,,ong5,ong7,,ong9
ong,b,bong,bong,bóng,bòng,,bông,bōng,,bőng,bong1,bong2,bong3,,bong5,bong7,,bong9
ong,g,gong,gong,góng,gòng,,gông,gōng,,gőng,gong1,gong2,gong3,,gong5,gong7,,gong9
ong,h,hong,hong,hóng,hòng,,hông,hōng,,hőng,hong1,hong2,hong3,,hong5,hong7,,hong9
ong,j,jong,jong,jóng,jòng,,jông,jōng,,jőng,jong1,jong2,jong3,,jong5,jong7,,jong9
ong,k,kong,kong,kóng,kòng,,kông,kōng,,kőng,kong1,kong2,kong3,,kong5,kong7,,kong9
ong,kh,khong,khong,khóng,khòng,,không,khōng,,khőng,khong1,khong2,khong3,,khong5,khong7,,khong9
ong,l,long,long,lóng,lòng,,lông,lōng,,lőng,long1,long2,long3,,long5,long7,,long9
ong,m,mong,mong,móng,mòng,,mông,mōng,,mőng,mong1,mong2,mong3,,mong5,mong7,,mong9
ong,n,nong,nong,nóng,nòng,,nông,nōng,,nőng,nong1,nong2,nong3,,nong5,nong7,,nong9
ong,ng,ngong,ngong,ngóng,ngòng,,ngông,ngōng,,ngőng,ngong1,ngong2,ngong3,,ngong5,ngong7,,ngong9
ong,p,pong,pong,póng,pòng,,pông,pōng,,pőng,pong1,pong2,pong3,,pong5,pong7,,pong9
ong,ph,phong,phong,phóng,phòng,,phông,phōng,,phőng,phong1,phong2,phong3,,phong5,phong7,,phong9
ong,s,song,song,sóng,sòng,,sông,sōng,,sőng,song1,song2,song3,,song5,song7,,song9
ong,t,tong,tong,tóng,tòng,,tông,tōng,,tőng,tong1,tong2,tong3,,tong5,tong7,,tong9
ong,th,thong,thong,thóng,thòng,,thông,thōng,,thőng,thong1,thong2,thong3,,thong5,thong7,,thong9
ong,ts,tsong,tsong,tsóng,tsòng,,tsông,tsōng,,tsőng,tsong1,tsong2,tsong3,,tsong5,tsong7,,tsong9
ong,tsh,tshong,tshong,tshóng,tshòng,,tshông,tshōng,,tshőng,tshong1,tshong2,tshong3,,tshong5,tshong7,,tshong9
onn,,onn,onn,ónn,ònn,,ônn,ōnn,,őnn,onn1,onn2,onn3,,onn5,onn7,,onn9
onn,b,bonn,bonn,bónn,bònn,,bônn,bōnn,,bőnn,bonn1,bonn2,bonn3,,bonn5,bonn7,,bonn9
onn,g,gonn,gonn,gónn,gònn,,gônn,gōnn,,gőnn,gonn1,gonn2,gonn3,,gonn5,gonn7,,gonn9
onn,h,honn,honn,hónn,hònn,,hônn,hōnn,,hőnn,honn1,honn2,honn3,,honn5,honn7,,honn9
onn,j,jonn,jonn,jónn,jònn,,jônn,jōnn,,jőnn,jonn1,jonn2,jonn3,,jonn5,jonn7,,jonn9
onn,k,konn,konn,kónn,kònn,,kônn,kōnn,,kőnn,konn1,konn2,konn3,,konn5,konn7,,konn9
onn,kh,khonn,khonn,khónn,khònn,,khônn,khōnn,,khőnn,khonn1,khonn2,khonn3,,khonn5,khonn7,,khonn9
onn,l,lonn,lonn,lónn,lònn,,lônn,lōnn,,lőnn,lonn1,lonn2,lonn3,,lonn5,lonn7,,lonn9
onn,m,monn,monn,mónn,mònn,,mônn,mōnn,,mőnn,monn1,monn2,monn3,,monn5,monn7,,monn9
onn,n,nonn,nonn,nónn,nònn,,nônn,nōnn,,nőnn,nonn1,nonn2,nonn3,,nonn5,nonn7,,nonn9
onn,ng,ngonn,ngonn,ngónn,ngònn,,ngônn,ngōnn,,ngőnn,ngonn1,ngonn2,ngonn3,,ngonn5,ngonn7,,ngonn9
onn,p,ponn,ponn,pónn,pònn,,pônn,pōnn,,pőnn,ponn1,ponn2,ponn3,,ponn5,ponn7,,ponn9
onn,ph,phonn,phonn,phónn,phònn,,phônn,phōnn,,phőnn,phonn1,phonn2,phonn3,,phonn5,phonn7,,phonn9
onn,s,sonn,sonn,sónn,sònn,,sônn,sōnn,,sőnn,sonn1,sonn2,sonn3,,sonn5,sonn7,,sonn9
onn,t,tonn,tonn,tónn,tònn,,tônn,tōnn,,tőnn,tonn1,tonn2,tonn3,,tonn5,tonn7,,tonn9
onn,th,thonn,thonn,thónn,thònn,,thônn,thōnn,,thőnn,thonn1,thonn2,thonn3,,thonn5,thonn7,,thonn9
onn,ts,tsonn,tsonn,tsónn,tsònn,,tsônn,tsōnn,,tsőnn,tsonn1,tsonn2,tsonn3,,tsonn5,tsonn7,,tsonn9
onn,tsh,tshonn,tshonn,tshónn,tshònn,,tshônn,tshōnn,,tshőnn,tshonn1,tshonn2,tshonn3,,tshonn5,tshonn7,,tshonn9
oo,,oo,oo,óo,òo,,ôo,ōo,,őo,oo1,oo2,oo3,,oo5,oo7,,oo9
oo,b,boo,boo,bóo,bòo,,bôo,bōo,,bőo,boo1,boo2,boo3,,boo5,boo7,,boo9
oo,g,goo,goo,góo,gòo,,gôo,gōo,,gőo,goo1,goo2,goo3,,goo5,goo7,,goo9
oo,h,hoo,hoo,hóo,hòo,,hôo,hōo,,hőo,hoo1,hoo2,hoo3,,hoo5,hoo7,,hoo9
oo,j,joo,joo,jóo,jòo,,jôo,jōo,,jőo,joo1,joo2,joo3,,joo5,joo7,,joo9
oo,k,koo,koo,kóo,kòo,,kôo,kōo,,kőo,koo1,koo2,koo3,,koo5,koo7,,koo9
oo,kh,khoo,khoo,khóo,khòo,,khôo,khōo,,khőo,khoo1,khoo2,khoo3,,khoo5,khoo7,,khoo9
oo,l,loo,loo,lóo,lòo,,lôo,lōo,,lőo,loo1,loo2,loo3,,loo5,loo7,,loo9
oo,m,moo,moo,móo,mòo,,môo,mōo,,mőo,moo1,moo2,moo3,,moo5,moo7,,moo9
oo,n,noo,noo,nóo,nòo,,nôo,nōo,,nőo,noo1,noo2,noo3,,noo5,noo7,,noo9
oo,ng,ngoo,ngoo,ngóo,ngòo,,ngôo,ngōo,,ngőo,ngoo1,ngoo2,ngoo3,,ngoo5,ngoo7,,ngoo9
oo,p,poo,poo,póo,pòo,,pôo,pōo,,pőo,poo1,poo2,poo3,,poo5,poo7,,poo9
oo,ph,phoo,phoo,phóo,phòo,,phôo,phōo,,phőo,phoo1,phoo2,phoo3,,phoo5,phoo7,,phoo9
oo,s,soo,soo,sóo,sòo,,sôo,sōo,,sőo,soo1,soo2,soo3,,soo5,soo7,,soo9
oo,t,too,too,tóo,tòo,,tôo,tōo,,tőo,too1,too2,too3,,too5,too7,,too9
oo,th,thoo,thoo,thóo,thòo,,thôo,thōo,,thőo,thoo1,thoo2,thoo3,,thoo5,thoo7,,thoo9
oo,ts,tsoo,tsoo,tsóo,tsòo,,tsôo,tsōo,,tsőo,tsoo1,tsoo2,tsoo3,,tsoo5,tsoo7,,tsoo9
oo,tsh,tshoo,tshoo,tshóo,tshòo,,tshôo,tshōo,,tshőo,tshoo1,tshoo2,tshoo3,,tshoo5,tshoo7,,tshoo9
ooh,,ooh,ooh,óoh,òoh,ooh,ôoh,ōoh,o̍oh,őoh,ooh1,ooh2,ooh3,ooh4,ooh5,ooh7,ooh8,ooh9
ooh,b,booh,booh,bóoh,bòoh,booh,bôoh,bōoh,bo̍oh,bőoh,booh1,booh2,booh3,booh4,booh5,booh7,booh8,booh9
ooh,g,gooh,gooh,góoh,gòoh,gooh,gôoh,gōoh,go̍oh,gőoh,gooh1,gooh2,gooh3,gooh4,gooh5,gooh7,gooh8,gooh9
ooh,h,hooh,hooh,hóoh,hòoh,hooh,hôoh,hōoh,ho̍oh,hőoh,hooh1,hooh2,hooh3,hooh4,hooh5,hooh7,hooh8,hooh9
ooh,j,jooh,jooh,jóoh,jòoh,jooh,jôoh,jōoh,jo̍oh,jőoh,jooh1,jooh2,jooh3,jooh4,jooh5,jooh7,jooh8,jooh9
ooh,k,kooh,kooh,kóoh,kòoh,kooh,kôoh,kōoh,ko̍oh,kőoh,kooh1,kooh2,kooh3,kooh4,kooh5,kooh7,kooh8,kooh9
ooh,kh,khooh,khooh,khóoh,khòoh,khooh,khôoh,khōoh,kho̍oh,khőoh,khooh1,khooh2,khooh3,khooh4,khooh5,khooh7,khooh8,khooh9
ooh,l,looh,looh,lóoh,lòoh,looh,lôoh,lōoh,lo̍oh,lőoh,looh1,looh2,looh3,looh4,looh5,looh7,looh8,looh9
ooh,m,mooh,mooh,móoh,mòoh,mooh,môoh,mōoh,mo̍oh,mőoh,mooh1,mooh2,mooh3,mooh4,mooh5,mooh7,mooh8,mooh9
ooh,n,nooh,nooh,nóoh,nòoh,nooh,nôoh,nōoh,no̍oh,nőoh,nooh1,nooh2,nooh3,nooh4,nooh5,nooh7,nooh8,nooh9
ooh,ng,ngooh,ngooh,ngóoh,ngòoh,ngooh,ngôoh,ngōoh,ngo̍oh,ngőoh,ngooh1,ngooh2,ngooh3,ngooh4,ngooh5,ngooh7,ngooh8,ngooh9
ooh,p,pooh,pooh,póoh,pòoh,pooh,pôoh,pōoh,po̍oh,pőoh,pooh1,pooh2,pooh3,pooh4,pooh5,pooh7,pooh8,pooh9
ooh,ph,phooh,phooh,phóoh,phòoh,phooh,phôoh,phōoh,pho̍oh,phőoh,phooh1,phooh2,phooh3,phooh4,phooh5,phooh7,phooh8,phooh9
ooh,s,sooh,sooh,sóoh,sòoh,sooh,sôoh,sōoh,so̍oh,sőoh,sooh1,sooh2,sooh3,sooh4,sooh5,sooh7,sooh8,sooh9
ooh,t,tooh,tooh,tóoh,tòoh,tooh,tôoh,tōoh,to̍oh,tőoh,tooh1,tooh2,tooh3,tooh4,tooh5,tooh7,tooh8,tooh9
ooh,th,thooh,thooh,thóoh,thòoh,thooh,thôoh,thōoh,tho̍oh,thőoh,thooh1,thooh2,thooh3,thooh4,thooh5,thooh7,thooh8,thooh9
ooh,ts,tsooh,tsooh,tsóoh,tsòoh,tsooh,tsôoh,tsōoh,tso̍oh,tsőoh,tsooh1,tsooh2,tsooh3,tsooh4,tsooh5,tsooh7,tsooh8,tsooh9
ooh,tsh,tshooh,tshooh,tshóoh,tshòoh,tshooh,tshôoh,tshōoh,tsho̍oh,tshőoh,tshooh1,tshooh2,tshooh3,tshooh4,tshooh5,tshooh7,tshooh8,tshooh9
op,,op,op,óp,òp,op,ôp,ōp,o̍p,őp,op1,op2,op3,op4,op5,op7,op8,op9
op,b,bop,bop,bóp,bòp,bop,bôp,bōp,bo̍p,bőp,bop1,bop2,bop3,bop4,bop5,bop7,bop8,bop9
op,g,gop,gop,góp,gòp,gop,gôp,gōp,go̍p,gőp,gop1,gop2,gop3,gop4,gop5,gop7,gop8,gop9
op,h,hop,hop,hóp,hòp,hop,hôp,hōp,ho̍p,hőp,hop1,hop2,hop3,hop4,hop5,hop7,hop8,hop9
op,j,jop,jop,jóp,jòp,jop,jôp,jōp,jo̍p,jőp,jop1,jop2,jop3,jop4,jop5,jop7,jop8,jop9
op,k,kop,kop,kóp,kòp,kop,kôp,kōp,ko̍p,kőp,kop1,kop2,kop3,kop4,kop5,kop7,kop8,kop9
op,kh,khop,khop,khóp,khòp,khop,khôp,khōp,kho̍p,khőp,khop1,khop2,khop3,khop4,khop5,khop7,khop8,khop9
op,l,lop,lop,lóp,lòp,lop,lôp,lōp,lo̍p,lőp,lop1,lop2,lop3,lop4,lop5,lop7,lop8,lop9
op,m,mop,mop,móp,mòp,mop,môp,mōp,mo̍p,mőp,mop1,mop2,mop3,mop4,mop5,mop7,mop8,mop9
op,n,nop,nop,nóp,nòp,nop,nôp,nōp,no̍p,nőp,nop1,nop2,nop3,nop4,nop5,nop7,nop8,nop9
op,ng,ngop,ngop,ngóp,ngòp,ngop,ngôp,ngōp,ngo̍p,ngőp,ngop1,ngop2,ngop3,ngop4,ngop5,ngop7,ngop8,ngop9
op,p,pop,pop,póp,pòp,pop,pôp,pōp,po̍p,pőp,pop1,pop2,pop3,pop4,pop5,pop7,pop8,pop9
op,ph,phop,phop,phóp,phòp,phop,phôp,phōp,pho̍p,phőp,phop1,phop2,phop3,phop4,phop5,phop7,phop8,phop9
op,s,sop,sop,sóp,sòp,sop,sôp,sōp,so̍p,sőp,sop1,sop2,sop3,sop4,sop5,sop7,sop8,sop9
op,t,top,top,tóp,tòp,top,tôp,tōp,to̍p,tőp,top1,top2,top3,top4,top5,top7,top8,top9
op,th,thop,thop,thóp,thòp,thop,thôp,thōp,tho̍p,thőp,thop1,thop2,thop3,thop4,thop5,thop7,thop8,thop9
op,ts,tsop,tsop,tsóp,tsòp,tsop,tsôp,tsōp,tso̍p,tsőp,tsop1,tsop2,tsop3,tsop4,tsop5,tsop7,tsop8,tsop9
op,tsh,tshop,tshop,tshóp,tshòp,tshop,tshôp,tshōp,tsho̍p,tshőp,tshop1,tshop2,tshop3,tshop4,tshop5,tshop7,tshop8,tshop9
u,,u,u,ú,ù,,û,ū,,ű,u1,u2,u3,,u5,u7,,u9
u,b,bu,bu,bú,bù,,bû,bū,,bű,bu1,bu2,bu3,,bu5,bu7,,bu9
u,g,gu,gu,gú,gù,,gû,gū,,gű,gu1,gu2,gu3,,gu5,gu7,,gu9
u,h,hu,hu,hú,hù,,hû,hū,,hű,hu1,hu2,hu3,,hu5,hu7,,hu9
u,j,ju,ju,jú,jù,,jû,jū,,jű,ju1,ju2,ju3,,ju5,ju7,,ju9
u,k,ku,ku,kú,kù,,kû,kū,,kű,ku1,ku2,ku3,,ku5,ku7,,ku9
u,kh,khu,khu,khú,khù,,khû,khū,,khű,khu1,khu2,khu3,,khu5,khu7,,khu9
u,l,lu,lu,lú,lù,,lû,lū,,lű,lu1,lu2,lu3,,lu5,lu7,,lu9
u,m,mu,mu,mú,mù,,mû,mū,,mű,mu1,mu2,mu3,,mu5,mu7,,mu9
u,n,nu,nu,nú,nù,,nû,nū,,nű,nu1,nu2,nu3,,nu5,nu7,,nu9
u,ng,ngu,ngu,ngú,ngù,,ngû,ngū,,ngű,ngu1,ngu2,ngu3,,ngu5,ngu7,,ngu9
u,p,pu,pu,pú,pù,,pû,pū,,pű,pu1,pu2,pu3,,pu5,pu7,,pu9
u,ph,phu,phu,phú,phù,,phû,phū,,phű,phu1,phu2,phu3,,phu5,phu7,,phu9
u,s,su,su,sú,sù,,sû,sū,,sű,su1,su2,su3,,su5,su7,,su9
u,t,tu,tu,tú,tù,,tû,tū,,tű,tu1,tu2,tu3,,tu5,tu7,,tu9
u,th,thu,thu,thú,thù,,thû,thū,,thű,thu1,thu2,thu3,,thu5,thu7,,thu9
